food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,available_carbs_per100g,gl_per100g_median,gl_per100g_min,gl_per100g_max,serving_size_per100g_g,portion_serving_key,available_carbs_portion_median,available_carbs_portion_min,available_carbs_portion_max,Serving size G,Serving size min ,Serving Size Max,Serving size confidence
INDWEB_0044,Bisibelebath,Bisibelebath,Breads & flatbreads,plate,100,100,100,0.75,86.0,Henry et al. GI tables (non-Indian cohort),11.46,11.46,11.46,Medium,0.88,13.33,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Polishedbrown Rice' (food_id=NONIND_0069).",13.33,11.46,11.46,11.46,100.0,portion_100g,13.33,13.33,13.33,150.0,120.0,180.0,0.7
INDWEB_0045,Ven pongal,Ven pongal,Breads & flatbreads,portion,134,120,150,0.9,60.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.65,8.64,10.8,Low,0.8,12.0,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pongal' (food_id=T2_0072).",12.0,7.2,7.2,7.2,100.0,cooked_rice_nin_cup_200ml,16.08,14.4,18.0,150.0,105.0,195.0,0.6
INDWEB_0046,Sakkarai pongal,Sakkarai pongal,Breads & flatbreads,piece,134,120,150,0.9,70.3,Henry et al. GI tables (non-Indian cohort),50.3,45.05,56.31,High,0.88,53.4,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Idli and Sampar' (food_id=NONIND_0696).",53.4,37.54,37.54,37.54,100.0,cooked_rice_nin_cup_200ml,71.56,64.08,80.1,60.0,44.0,75.0,0.7
INDWEB_0047,Curd rice (thayir sadam),Curd rice (thayir sadam),Breads & flatbreads,plate,134,120,150,0.9,48.0,Henry et al. GI tables (non-Indian cohort),33.49,29.99,37.48,High,0.45,52.07,"Per-100g values proxy-mapped to validated source item 'Rice' (food_id=NONIND_0071); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",52.07,24.99,24.99,24.99,100.0,cooked_rice_nin_cup_200ml,69.77,62.48,78.1,150.0,120.0,180.0,0.8
INDWEB_0048,Tamarind rice (puliyogare),Tamarind rice (puliyogare),Breads & flatbreads,plate,134,120,150,0.9,48.0,Henry et al. GI tables (non-Indian cohort),33.49,29.99,37.48,High,0.45,52.07,"Per-100g values proxy-mapped to validated source item 'Rice' (food_id=NONIND_0071); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",52.07,24.99,24.99,24.99,100.0,cooked_rice_nin_cup_200ml,69.77,62.48,78.1,150.0,120.0,180.0,0.8
INDWEB_0049,Ghee rice,Ghee rice,Breads & flatbreads,plate,134,120,150,0.9,48.0,Henry et al. GI tables (non-Indian cohort),33.49,29.99,37.48,High,0.62,52.07,"Per-100g values proxy-mapped to validated source item 'Rice' (food_id=NONIND_0071); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",52.07,24.99,24.99,24.99,100.0,cooked_rice_nin_cup_200ml,69.77,62.48,78.1,150.0,120.0,180.0,0.8
INDWEB_0050,Khichdi (moong dal),Khichdi (moong dal),Breads & flatbreads,katori,134,120,150,0.9,35.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 133; n=None None; ref food/time: Healthy Glucose/2.5h participants NutritionandDiabetes Henryetal.NutritionandDiabetes (2021) 11:2 Page23of36 Reference Country Fooditem GI(glucose=100) Servingsize(g)perexperimental AvailableCHO Participants Reference portionsize (g)per (typeand foodand experimental number) timeperiod portion Mean SEM; portion 50 g provides 10 g available carbs (table page 22).",5.21,4.67,5.83,Low,0.45,11.11,"Per-100g values proxy-mapped to validated source item 'Khichdi' (food_id=IND_HENRY2021_663); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",11.11,3.89,3.89,3.89,100.0,cooked_rice_nin_cup_200ml,14.89,13.33,16.66,150.0,120.0,180.0,0.75
INDWEB_0051,Khichdi (masala),Khichdi (masala),Breads & flatbreads,piece,134,120,150,0.9,35.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 133; n=None None; ref food/time: Healthy Glucose/2.5h participants NutritionandDiabetes Henryetal.NutritionandDiabetes (2021) 11:2 Page23of36 Reference Country Fooditem GI(glucose=100) Servingsize(g)perexperimental AvailableCHO Participants Reference portionsize (g)per (typeand foodand experimental number) timeperiod portion Mean SEM; portion 50 g provides 10 g available carbs (table page 22).",5.21,4.67,5.83,Low,0.63,11.11,"Per-100g values proxy-mapped to validated source item 'Khichdi' (food_id=IND_HENRY2021_663); mapping_score=0.50; mapping_tier=medium. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",11.11,3.89,3.89,3.89,100.0,cooked_rice_nin_cup_200ml,14.89,13.33,16.66,72.0,55.0,90.0,0.7
INDWEB_0052,Daliya (broken wheat) porridge,Daliya (broken wheat) porridge,Breads & flatbreads,plate,100,100,100,0.75,55.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #311",11.0,11.0,11.0,Medium,0.45,20.0,"Per-100g values proxy-mapped to validated source item 'Whole Wheat Barley Flour Porridge' (food_id=T1_0311); mapping_score=0.29; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",20.0,11.0,11.0,11.0,100.0,portion_100g,20.0,20.0,20.0,150.0,120.0,180.0,0.7
INDWEB_0053,Rava upma,Rava upma,Breads & flatbreads,katori,100,100,100,0.75,65.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",11.65,11.65,11.65,Medium,0.63,17.78,"Per-100g values proxy-mapped to validated source item 'Upma' (food_id=IND_HENRY2021_709); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",17.78,11.65,11.65,11.65,100.0,portion_100g,17.78,17.78,17.78,155.0,124.0,186.0,0.7
INDWEB_0054,Vegetable upma,Vegetable upma,Breads & flatbreads,katori,100,100,100,0.75,65.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",11.65,11.65,11.65,Medium,0.63,17.78,"Per-100g values proxy-mapped to validated source item 'Upma' (food_id=IND_HENRY2021_709); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",17.78,11.65,11.65,11.65,100.0,portion_100g,17.78,17.78,17.78,158.0,126.0,189.0,0.7
INDWEB_0055,Poha (kanda),Poha (kanda),Breads & flatbreads,piece,100,100,100,0.75,65.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,19.86,19.86,19.86,Medium,0.62,30.56,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Poha Chivda' (food_id=T3_0095).",30.56,19.86,19.86,19.86,100.0,portion_100g,30.56,30.56,30.56,74.0,56.0,92.0,0.7
INDWEB_0056,Poha (indori),Poha (indori),Breads & flatbreads,piece,100,100,100,0.75,85.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,16.52,16.52,16.52,Medium,0.58,19.44,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Poha Jalebi' (food_id=T3_0103).",19.44,16.52,16.52,16.52,100.0,portion_100g,19.44,19.44,19.44,74.0,56.0,92.0,0.7
INDWEB_0057,Poha (batata),Poha (batata),Breads & flatbreads,piece,100,100,100,0.75,61.3,Henry et al. GI tables (non-Indian cohort),32.73,32.73,32.73,High,0.88,53.4,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Idli Sambol Sampar and Plantain' (food_id=NONIND_0699).",53.4,32.73,32.73,32.73,100.0,portion_100g,53.4,53.4,53.4,64.0,48.0,80.0,0.7
INDWEB_0058,Sabudana khichdi,Sabudana khichdi,Breads & flatbreads,katori,134,120,150,0.9,35.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 133; n=None None; ref food/time: Healthy Glucose/2.5h participants NutritionandDiabetes Henryetal.NutritionandDiabetes (2021) 11:2 Page23of36 Reference Country Fooditem GI(glucose=100) Servingsize(g)perexperimental AvailableCHO Participants Reference portionsize (g)per (typeand foodand experimental number) timeperiod portion Mean SEM; portion 50 g provides 10 g available carbs (table page 22).",5.21,4.67,5.83,Low,0.63,11.11,"Per-100g values proxy-mapped to validated source item 'Khichdi' (food_id=IND_HENRY2021_663); mapping_score=0.50; mapping_tier=medium. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",11.11,3.89,3.89,3.89,100.0,cooked_rice_nin_cup_200ml,14.89,13.33,16.66,152.0,122.0,182.0,0.7
INDWEB_0059,Sabudana vada,Sabudana vada,Breads & flatbreads,piece,100,100,100,0.75,76.0,Henry et al. GI tables (non-Indian cohort),13.13,13.13,13.13,Medium,0.88,17.27,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Rice Dosa' (food_id=NONIND_0047).",17.27,13.13,13.13,13.13,100.0,portion_100g,17.27,17.27,17.27,72.0,53.0,90.0,0.7
INDWEB_0060,Dhokla (khaman),Dhokla (khaman),Breads & flatbreads,portion,100,100,100,0.75,35.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,25.2,25.2,25.2,High,0.82,72.0,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Dhokla' (food_id=T2_0093).",72.0,25.2,25.2,25.2,100.0,portion_100g,72.0,72.0,72.0,150.0,105.0,195.0,0.55
INDWEB_0061,Dhokla (white),Dhokla (white),Breads & flatbreads,piece,100,100,100,0.75,19.0,Henry et al. GI tables (non-Indian cohort),1.35,1.35,1.35,Low,0.45,7.13,"Per-100g values proxy-mapped to validated source item 'Guava White' (food_id=NONIND_0292); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",7.13,1.35,1.35,1.35,100.0,portion_100g,7.13,7.13,7.13,63.0,47.0,80.0,0.7
INDWEB_0062,Handvo,Handvo,Breads & flatbreads,piece,100,100,100,0.75,46.3,Henry et al. GI tables (non-Indian cohort),6.48,6.48,6.48,Low,0.88,14.0,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pittu with Green Curry and Gravy' (food_id=NONIND_0603).",14.0,6.48,6.48,6.48,100.0,portion_100g,14.0,14.0,14.0,60.0,44.0,75.0,0.7
INDWEB_0063,Methi thepla,Methi thepla,Breads & flatbreads,piece,100,100,100,0.75,57.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 143; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 30 g available carbs (table page 24).",23.12,23.12,23.12,High,0.64,40.0,"Per-100g values proxy-mapped to validated source item 'Thepla' (food_id=IND_HENRY2021_699); mapping_score=0.50; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",40.0,23.12,23.12,23.12,100.0,portion_100g,40.0,40.0,40.0,60.0,45.0,76.0,0.7
INDWEB_0064,"Rice (white, steamed)","Rice (white, steamed)",Breads & flatbreads,plate,134,120,150,0.9,79.2,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 134; n=40 Healthy; ref food/time: Glucose/2h 1:2water participants; portion 65 g provides 50 g available carbs (table page 23).",54.42,48.73,60.91,High,0.78,51.27,"Per-100g values proxy-mapped to validated source item 'White Rice' (food_id=IND_HENRY2021_666); mapping_score=0.75; mapping_tier=high. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",51.27,40.61,40.61,40.61,100.0,cooked_rice_nin_cup_200ml,68.7,61.52,76.9,150.0,120.0,180.0,0.8
INDWEB_0065,"Rice (parboiled, steamed)","Rice (parboiled, steamed)",Breads & flatbreads,plate,134,120,150,0.9,48.0,Henry et al. GI tables (non-Indian cohort),33.49,29.99,37.48,High,0.45,52.07,"Per-100g values proxy-mapped to validated source item 'Rice' (food_id=NONIND_0071); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",52.07,24.99,24.99,24.99,100.0,cooked_rice_nin_cup_200ml,69.77,62.48,78.1,150.0,120.0,180.0,0.75
INDWEB_0066,"Rice (brown, steamed)","Rice (brown, steamed)",Breads & flatbreads,plate,134,120,150,0.9,57.6,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 141; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 12 g available carbs (table page 23).",12.35,11.06,13.83,Medium,0.78,16.0,"Per-100g values proxy-mapped to validated source item 'Brown Rice' (food_id=IND_HENRY2021_683); mapping_score=0.75; mapping_tier=high. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.0,9.22,9.22,9.22,100.0,cooked_rice_nin_cup_200ml,21.44,19.2,24.0,150.0,120.0,180.0,0.8
INDWEB_0067,Basmati rice (steamed),Basmati rice (steamed),Breads & flatbreads,plate,134,120,150,0.9,55.0,Henry et al. GI tables (non-Indian cohort),36.94,33.08,41.36,High,0.75,50.13,"Per-100g values proxy-mapped to validated source item 'Basmati Rice' (food_id=NONIND_0057); mapping_score=0.75; mapping_tier=high. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",50.13,27.57,27.57,27.57,100.0,cooked_rice_nin_cup_200ml,67.17,60.16,75.2,150.0,120.0,180.0,0.75
INDWEB_0068,Sona masuri rice (steamed),Sona masuri rice (steamed),Breads & flatbreads,plate,134,120,150,0.9,72.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 119; n=30 Healthy; ref food/time: Glucose/2h participants; portion 235 g provides 50 g available carbs (table page 21).",13.69,12.26,15.33,Medium,0.63,14.2,"Per-100g values proxy-mapped to validated source item 'Sona Masuri' (food_id=IND_HENRY2021_619); mapping_score=0.50; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",14.2,10.22,10.22,10.22,100.0,cooked_rice_nin_cup_200ml,19.03,17.04,21.3,150.0,120.0,180.0,0.75
INDWEB_0069,Idli rice (cooked),Idli rice (cooked),Breads & flatbreads,plate,134,120,150,0.9,83.2,Henry et al. GI tables (non-Indian cohort),17.84,15.97,19.96,Medium,0.75,16.0,"Per-100g values proxy-mapped to validated source item 'Cooked Rice' (food_id=NONIND_0408); mapping_score=0.90; mapping_tier=high. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.0,13.31,13.31,13.31,100.0,cooked_rice_nin_cup_200ml,21.44,19.2,24.0,150.0,120.0,180.0,0.8
INDWEB_0070,"Red rice (Kerala, cooked)","Red rice (Kerala, cooked)",Breads & flatbreads,plate,134,120,150,0.9,83.2,Henry et al. GI tables (non-Indian cohort),17.84,15.97,19.96,Medium,0.75,16.0,"Per-100g values proxy-mapped to validated source item 'Cooked Rice' (food_id=NONIND_0408); mapping_score=0.73; mapping_tier=high. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.0,13.31,13.31,13.31,100.0,cooked_rice_nin_cup_200ml,21.44,19.2,24.0,150.0,120.0,180.0,0.8
INDWEB_0071,Broken rice (cooked),Broken rice (cooked),Breads & flatbreads,plate,134,120,150,0.9,83.2,Henry et al. GI tables (non-Indian cohort),17.84,15.97,19.96,Medium,0.75,16.0,"Per-100g values proxy-mapped to validated source item 'Cooked Rice' (food_id=NONIND_0408); mapping_score=0.90; mapping_tier=high. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.0,13.31,13.31,13.31,100.0,cooked_rice_nin_cup_200ml,21.44,19.2,24.0,150.0,120.0,180.0,0.8
